image_id,strong_mu_greenspace,strong_sigma_greenspace,mod_mu_greenspace,mod_sigma_greenspace,slight_mu_greenspace,slight_sigma_greenspace,n_greenspace,lat,lon,angle,urban_cat,avg_mu_greenspace,avg_sigma_greenspace,abs_mu_greenspace,strong_mu_relax,strong_sigma_relax,mod_mu_relax,mod_sigma_relax,slight_mu_relax,slight_sigma_relax,n_relax,avg_mu_relax,avg_sigma_relax,abs_mu_relax,strong_mu_safe,strong_sigma_safe,mod_mu_safe,mod_sigma_safe,slight_mu_safe,slight_sigma_safe,n_safe,avg_mu_safe,avg_sigma_safe,abs_mu_safe,strong_mu_beauty,strong_sigma_beauty,mod_mu_beauty,mod_sigma_beauty,slight_mu_beauty,slight_sigma_beauty,n_beauty,avg_mu_beauty,avg_sigma_beauty,abs_mu_beauty
8xvQUSw_Ab2H0TivDYK0pg_210,25.265014720500965,1.9340537842218375,34.33473789090129,3.1169428645906185,35.35106063541196,3.2487419661284345,12,45.42893432,-122.7082283,straight,1,30.51462690025135,2.7665795383136302,5.514626900251351,24.902445818687656,2.153631638165097,26.928518455975894,2.8987340688776526,26.74045035436889,2.960463809342346,10,26.053005265439246,2.6709431721283656,1.0530052654392463,24.989189430084636,1.8964354911788486,25.087852275930782,2.3066825504708595,25.20308622797898,2.48729670915051,13,25.083672552927418,2.230138250266739,0.0836725529274176,25.38849416533331,1.836524823299091,32.253404731161716,2.9138972787971,32.23951037211423,2.950442914712832,14,29.202180048344403,2.566955005603008,4.2021800483444025
GFfCrXdS_tp06CNlSXCyLA_109,26.99611986448701,2.483822401518256,27.100031053739094,3.026935108981369,27.969235149386172,3.3697202549009453,9,47.60734317,-122.2850125,side,0,27.309901268317848,2.9601592551335236,2.309901268317848,26.420749066697166,1.8919897068431022,31.2513646923218,2.8047513553108385,30.237980228236022,2.756038577307581,14,28.910761318820644,2.4842598798205073,3.9107613188206436,25.318670776041472,2.377431877166122,28.704442205595868,3.151073410817577,29.157399794146095,3.3939724158812425,11,27.454536443624033,2.974159234621647,2.4545364436240327,24.997727110400675,2.235771268740216,30.470046464258324,2.9916799572515336,32.380381056443454,3.6647161896936677,9,28.643100051018823,2.9640558052284725,3.6431000510188234
lwP1BRyvWFYY1mHJHgkR6w_2,24.095352682294664,1.5133193877703475,20.307609715125377,1.9769922058466511,20.351449549536426,2.238950433426101,20,45.54830417,-122.6510121,straight,1,21.871228756127,1.9097540090143663,3.1287712438730004,24.672403151186085,1.543529016287422,24.390418608154402,1.9463443335178545,25.241228199383958,2.1631493739904992,20,24.745116771012494,1.884340907931925,0.2548832289875058,25.0609246276995,1.570720772779409,29.786837876458637,2.0426832610743713,32.623843665332096,2.3141011361510126,18,28.642803274544228,1.975835056668264,3.642803274544228,24.125571204168878,1.8959437459978707,23.367715897220886,2.5369391783372133,23.63645935149503,2.7183725844924305,14,23.754371468661443,2.383751836275838,1.245628531338557
I3JoF98A5RQyGi_qc6VbOw_95,27.711673293466863,2.1889915320311615,30.56695157983106,2.739135569631444,30.008629334418977,3.021099075405921,13,47.49067403,-122.1672416,side,0,29.275279762610047,2.649742059022842,4.275279762610047,25.169908328338035,2.096681684751257,29.025217736363654,2.651834742720685,31.297542690679133,2.933524927987312,10,28.13465261498542,2.5606804518197515,3.13465261498542,25.14474871151041,1.6971490351527392,30.679934692651436,2.1341749645016113,33.221028127482995,2.429014097323921,17,29.172379586954257,2.086779365659424,4.172379586954257,25.823455112275578,1.9978781209134528,32.624681809811214,2.6339808733300516,32.001099793050635,2.889062237394025,10,29.672699856791876,2.506973743879177,4.672699856791876
blPZ6LVO1vJJk5iOvbbjNQ_228,23.535741073691465,1.9646237426935782,17.80373639970846,2.7897275629209433,15.225869628093976,3.097236441121499,13,47.44822095,-122.1948625,side,0,19.55560180763093,2.6171959155786735,5.444398192369071,25.067597302200817,1.9018868659772694,23.471074795531802,2.5654466862785896,23.903947744341487,2.8442492445227274,13,24.25362888783381,2.437194265592862,0.7463711121661909,24.620342805795715,1.8436484983992572,24.060568340198625,2.2210343081556214,19.91487170884085,2.690470817449639,14,23.15370396441895,2.2517178746681723,1.8462960355810516,22.916487250805304,1.6419770892780168,17.828360632807133,2.238714644460311,16.5121098913479,2.456940031793102,18,19.580615264423294,2.1125439218438102,5.419384735576706
cNzESC1_LV5gPyyUIG2XzA_244,24.925286423360035,1.9880893898116652,24.73353067339441,2.721192851725326,22.20219173622971,2.96372871059266,12,47.53717765,-121.85812379999999,straight,2,24.106278811999974,2.5576703173765503,0.8937211880000255,26.115972993425654,1.919730350369677,23.65504971767522,2.4291714829670883,26.2215045990351,2.7287162057344467,13,25.365884507223193,2.3592060130237376,0.36588450722319266,25.44384699789913,1.9137625064248964,36.49724092510399,2.8025547873738756,41.75045728493438,3.5195889400936666,12,32.81586881370631,2.7453020779641464,7.8158688137063095,24.813035737725908,1.7804142385389365,26.357799035717704,2.2405374484268163,26.185348724771192,2.604183330901725,15,25.686913637507846,2.2083783392891596,0.6869136375078462
GGOZYycK2fddM420ymtsAg_271,24.46065982237395,1.8646705687097462,33.575555971191896,2.990320091284185,35.08735172028428,3.2554179043936284,12,47.39841053,-122.11221,side,0,29.81981499348381,2.70346952146252,4.81981499348381,24.801929968575564,2.1004224625687855,27.29266725886577,2.626364800735158,28.85144481047993,2.9448666969860247,11,26.74394281495866,2.5572179867633227,1.743942814958661,25.145922708734027,2.077372323132105,26.21349933090216,2.5133606021446058,24.985464472351502,2.9170308969085297,11,25.448486921245284,2.502587940728414,0.44848692124528355,24.208348288587192,1.8693693691690283,29.697841495435195,2.5087045965596735,30.03474243540686,2.712195547064652,15,27.538258956976392,2.3634231709311178,2.5382589569763923
Te1a0ykdx2-M-Q4jUxkWHA_88,24.838132793844824,1.7068953611927247,25.423330815610402,2.3504697572588094,29.18096655740611,2.6030543152050036,15,47.70545123,-122.3501084,side,0,26.21210107644427,2.220139811218846,1.2121010764442701,25.19958714897425,1.7875602387391263,27.433485859939655,2.4299189566337644,27.140568599918204,2.507952830938179,14,26.435824240359082,2.2418106754370233,1.4358242403590822,25.346985163629853,1.7279019311428656,24.357813838952687,2.234985594785699,25.082956143609135,2.4512581756879324,17,24.96326793953371,2.138048567205499,0.03673206046628863,24.130850396915815,1.9444103256694203,19.48192751983616,2.740870701666774,18.662461990115403,2.9265141720400893,12,21.210976715530485,2.5372650664587613,3.789023284469515
6-rTRs95Y9_5FK13KkK-MA_34,24.631228073375972,1.9571996428674097,17.49407404048069,3.0285751603616875,18.504610588566855,3.279863733042714,13,46.23696234,-119.0877877,straight,1,20.944923384091318,2.755212845423937,4.055076615908682,23.61773802924347,1.660532855492214,16.29050197924184,2.364532222918946,14.25776455377406,2.4897966327976606,18,18.81098431803821,2.1716205704029403,6.189015681961791,24.50882383723194,1.5575963315842947,25.487036908720317,1.959196322226947,25.597324356478385,2.088611743030457,21,25.134402162597553,1.8684681322805663,0.1344021625975529,24.764770305105646,1.7071684033715748,21.165469218497552,2.151854994816202,20.28716218329838,2.420352532005129,15,22.358014833869834,2.093125310064302,2.6419851661301657
j_lUzm_Y5QjgA2UEs_4qiA_270,23.960007946359656,1.9649338642399343,20.98231496491592,2.6546247952426674,19.360413467137988,2.901109552302876,14,47.59832709,-122.30771270000001,straight,0,21.759636394046197,2.506889403928492,3.240363605953803,24.21310604246829,1.662001140561054,23.75770674795627,2.1356294722050615,25.304121607963037,2.337419174202203,15,24.382374223907238,2.045016595656106,0.6176257760927619,25.069931837366273,1.7846105122967797,23.629516748468586,2.2615602786595503,23.810540434255014,2.5321095598515457,14,24.258251050725296,2.1927601169359585,0.7417489492747045,23.906934186326286,1.8984653266950084,21.177695261483155,2.7220334195184157,21.505690821191134,2.8247036683727638,13,22.42253006392764,2.481734138195396,2.5774699360723616
aXuE_JA_GiB9QvvZOuqc1g_271,25.110939844371835,2.177930556974766,25.19553563021653,2.8454260359760517,25.391708702874627,3.3598410164205657,9,48.74718669,-122.4704195,side,1,25.213172222629225,2.794399203123794,0.21317222262922542,25.754478477241637,1.729483850968291,28.859781716927472,2.260724581212316,29.29614609548311,2.4844770711558466,16,27.72146544742279,2.158228501112151,2.7214654474227906,25.4713015756177,1.9886585401159995,30.180549846572628,2.5370771241753656,33.31055794276507,3.053209510025515,11,29.0838848173523,2.526315058105627,4.083884817352299,25.637755241243646,1.9082142613688542,32.55477393705579,2.5999101781658918,34.86260776904104,2.928458517359079,13,30.285621199977857,2.478860985631275,5.285621199977857
B5P66467FVivEm3pW73gKQ_12,24.60815605427185,2.086376802120023,20.26308156581312,3.0717498711885978,20.90374147056365,3.2751587688760733,10,47.03822335,-122.83248359999999,side,1,22.315193592768548,2.811095147394898,2.684806407231452,24.79445725828318,2.2073642393732773,20.96335398079525,2.868215773994132,22.307086774536337,3.280727881777796,9,22.9020864433405,2.7854359650484017,2.097913556659499,25.13526715852464,2.5365078037435613,24.020469145801403,3.137112806891439,23.795942625928372,3.3882702970114895,8,24.39068969602593,3.0206303025488297,0.6093103039740697,24.573045276628573,1.9553099518239287,16.636824966890867,3.1801179526590926,13.999301905643476,3.7753214040598193,13,19.717413693901918,2.97024976951428,5.282586306098082
t2moYyFHHVnj6bH9M4g-jg_310,24.99477692982189,1.715051705084545,30.992910955481726,2.718143949086756,31.491213218994556,2.836424883463602,16,47.7218643,-122.25867240000002,straight,0,28.444695148243543,2.4232068458783007,3.444695148243543,25.917955263272347,2.05477450219997,28.39069277229609,2.7616932253431714,30.9009189574452,3.027092805685461,11,28.073372968783293,2.6145201777428677,3.0733729687832927,24.130167917022757,2.5129721812679513,24.56650369173507,3.2326931907954783,28.625684048613355,3.5573888286825173,8,25.54530027385314,3.101018066915316,0.5453002738531403,23.68870474603933,1.8826922256102856,23.933301669013797,2.390228178476108,23.729493292529785,2.579679326077795,14,23.77705818473447,2.2841999100547294,1.2229418152655285
6UYQCdEbzGzFjODfr0qMnw_318,24.260488737134327,1.6008504889853128,16.195664607956633,2.5074950225544166,12.772263654241867,2.9718446919251926,18,47.604941700000005,-122.3364104,straight,0,19.05301476557647,2.360063401154974,5.946985234423529,22.79984387977693,1.5466040522988656,18.033008973854926,2.0463525057617833,14.346437229686272,2.3696454598147008,21,19.013182789378423,1.9875340059584499,5.986817210621577,24.943391279846598,2.243424129656544,28.454373809744787,2.930308941805057,28.831429057156495,3.3708601286251656,8,27.113416172795006,2.8481977333622557,2.113416172795006,24.84815705742833,2.3685059961626376,28.520044564086806,3.451777793707596,31.219276891653998,3.844902031826024,9,27.647338624612228,3.2217286072320857,2.647338624612228
BFsU6IU8hw4IHwcYQLi3Yg_175,24.284508086618658,1.975127025187603,20.691545973394827,2.692225794232529,18.438862510612033,3.067498122711102,12,47.98216205,-122.0885946,straight,1,21.592685133345505,2.5782836473770776,3.4073148666544952,25.47489707960268,1.699389265612672,26.69204930285482,2.2467093786715173,27.86388096542537,2.423118091399395,18,26.531200895070885,2.123072245227861,1.531200895070885,27.10391671311154,2.1367974622764563,32.09420205428632,2.923348480582572,33.514581864587704,3.139808390921796,11,30.42567260199464,2.733318111260275,5.425672601994641,24.399688427701612,2.1936695674462277,26.6591309607683,2.7773245458008264,27.396423983221712,2.8601493046856676,11,25.996608471760364,2.610381139310907,0.9966084717603643
TnmYgZcLMMys6idl3K_9fw_285,24.739111360169357,1.9697935712133723,18.793617663293393,2.5817760936196565,17.047602871396524,2.9375409928331435,12,45.51291307,-122.66999890000001,straight,1,20.75566838960893,2.4963702192220576,4.244331610391072,23.4332682673035,2.205780241161264,16.414813930946757,3.144193535139586,17.20802388198052,3.1881181261435563,13,19.57651091844488,2.8460306341481356,5.423489081555122,24.552845928489937,1.686539068128545,21.338556605104817,2.195430764453626,22.11991650817816,2.222952926875938,19,22.845187574593695,2.034974253152703,2.1548124254063055,25.217560459897154,1.900126578134839,27.019636833563112,2.663796450732763,27.111564796234013,2.7601205645165336,13,26.295664428383017,2.441347864461379,1.2956644283830165
Ak5UeJfwKGupxGUQOPidpg_90,24.80109537161799,1.9982082983260714,22.09170489300562,2.5762815807202593,22.454854369301614,2.8626767250355347,11,47.27255966,-122.4957507,straight,0,23.28948575397913,2.479055534693955,1.710514246020871,24.578162204535477,1.7170984957157716,24.577744965600775,2.465964730490911,25.16381049818702,2.563976864796883,15,24.743806954782503,2.249013363667855,0.256193045217497,24.55420980216911,1.9357157150780089,22.427085100766014,2.293331351912706,22.730501051455857,2.5516393891618674,13,23.332806002106636,2.2602288187175272,1.6671939978933636,25.12346410848085,2.022284602365012,22.07526331887828,2.554445647915114,15.209428550182977,3.308010962475505,12,21.5970754776735,2.6282470709185435,3.402924522326501
QKd5oJ6-fR7qeYpesR2c0w_36,22.36950455493661,2.295387794519675,18.64419645862119,3.127718125933807,18.48731421111809,3.2724589930423096,10,48.77664335,-122.5014993,straight,1,20.128715558673505,2.8985216378319305,4.871284441326495,25.215653908419096,2.046371131752862,23.71888217940575,3.033083891600808,23.40722387134578,3.1019957310601702,10,24.271994016617814,2.7271502514712807,0.7280059833821859,24.764781755165885,1.8074651054654578,20.69911450073673,2.390904911605816,16.82168734850852,2.8640005309527448,14,21.37719613464069,2.354123516008006,3.622803865359309,24.058315657837753,2.0627881042374203,18.595518883319915,2.946503679020441,19.133888282789158,3.111322256207805,10,21.05829937354861,2.706871346488555,3.9417006264513894
khj-KVA8wxnFNm7oGTqGiA_154,26.310514802300172,2.102547908909837,25.013138199710635,2.721317438915673,25.167482044878447,2.9971910270041486,11,47.82844307,-122.2061407,side,0,25.58127778529151,2.6070187916098866,0.5812777852915083,24.516177574166257,1.6654730609683626,21.825711049836944,2.2568087688498486,20.998986604748524,2.4092120816314684,18,22.6979716579846,2.1104979704832267,2.302028342015401,25.014294707813995,2.3170152363565264,17.45337948526977,2.9949462363045622,17.845477193134823,3.331489621208115,8,20.62599980051379,2.881150364623068,4.374000199486211,25.143775319596994,1.8925456525663655,25.748211960232243,2.459244239772034,26.242207181318896,2.783050059639058,13,25.638598834529095,2.378279983992486,0.6385988345290947
QfCSCaivklPQQtPmVGy5gA_41,26.063749658572576,2.067632520197816,20.69328789662924,2.8725959677219737,21.252391100041432,3.058512631732964,12,47.74662891,-122.23024699999999,side,0,23.09266198518457,2.6662470398842513,1.90733801481543,23.025058194521783,1.8007328579314423,18.119768330976196,2.6181572041562897,17.731436968046108,2.6501745326988417,15,20.08044050914659,2.3563548649288575,4.919559490853409,25.07479198428695,1.870088785158806,19.369305835861777,2.446211583173738,12.656499962897641,3.435752435741771,13,20.257949766665764,2.5840176013581053,4.742050233334236,24.18042828864983,1.891345679963935,13.897185100327238,3.3396264322521483,11.305580496336077,3.7357512183356354,13,18.225605988476467,2.988907776850573,6.774394011523533
OTizdrW1wu9k_7TV8C5p_g_181,25.581607430578035,2.175458066866869,26.164115892828587,2.7191691681827046,25.602015878819106,2.913041497169568,10,47.03369294,-122.8948857,side,1,25.77057619071128,2.6025562440730474,0.7705761907112816,23.925459361411058,1.8012538075304452,25.161483938807034,2.467966829697669,24.339188438181857,2.7260916081819895,16,24.417171410455488,2.3317707484700345,0.582828589544512,24.00253933253462,1.96907920863004,20.163302497815913,2.2910199875767523,13.793287554885834,2.954572880953484,13,20.002542408435318,2.404890692386759,4.997457591564682,24.203197398159706,1.9739132969188755,18.32353432560125,2.6528431761786218,18.25621771938519,3.0020418690579054,15,20.753333288758412,2.5429327807184676,4.246666711241588
NFjP0KCJC5iFyKNTYVIcMA_284,27.648465976914892,1.9341124923063246,36.66995578220682,2.5902266646979633,43.498769344899536,3.4845476272851252,15,47.26284329999999,-122.3037119,straight,0,34.39728152773713,2.6696289280964707,9.397281527737128,25.197810078807915,2.0019899625324493,33.312444304029306,2.6103715382059165,34.042431539931265,2.857100873565748,12,30.231315689476805,2.489820791434705,5.231315689476805,25.232578512068038,2.1645775076816536,23.659326135838114,2.8126636842445163,25.870577725463612,3.153804788772363,9,24.917884165128072,2.7103486602328446,0.08211583487192797,26.606942279873447,1.7874378157883941,31.055890115842516,2.7526854386681854,30.659443889816387,2.779268742961308,16,29.003996938263132,2.4397973324726294,4.003996938263132
PV5Tss8FgGty8v_RQnMnmg_86,27.416075059678697,2.1476186435502065,34.855639342087315,2.999343946355003,34.89636514590671,3.043894477380716,12,47.10920365,-122.05401509999999,straight,0,31.795309742330655,2.7302856890953087,6.795309742330655,25.907906182403533,1.9836629904135132,31.04952846581665,2.696151425597254,29.58088021942441,2.8202230769812826,13,28.518019990646785,2.5000124976640166,3.518019990646785,24.919075559898705,1.7869745657614085,20.883252129533545,2.453527223200972,21.620234490941453,2.644073196553694,15,22.769102977844735,2.294858328505358,2.230897022155265,26.144294785287702,1.8126803727222205,29.57356264483218,2.4361258836139768,30.260728893094505,2.595299407246196,16,28.366078004419993,2.2813685545274645,3.366078004419993
Ao8xow-EhxEu96ZmFrym_g_286,25.939796735890294,1.6902428896749395,34.50277622864149,2.41996041947625,36.703007228334684,2.67583220805414,16,45.50664491,-122.68820520000001,straight,1,31.424337236624783,2.262011839068443,6.424337236624783,26.040864266461117,1.7027470655475339,26.226810016667212,2.2025429953525597,26.326052726776176,2.373965732228496,16,26.180726736152977,2.0930852643761964,1.1807267361529767,24.751551433662677,1.9802600506351937,20.688372148636457,2.7035889527870784,20.49929868123382,2.885945452747137,12,22.31468223228875,2.5232648187231366,2.6853177677112505,25.484814729832223,2.44673517834333,28.77582182577309,3.208182535502488,31.584409295145438,3.513722433615589,10,28.232801063694154,3.0562133824871354,3.232801063694154
sjsbrWOMGJVSEoGTPI3vKQ_271,23.10492807819065,1.6777848075992479,15.607331911283955,2.493988288179745,16.071747994469284,2.6354117694273533,18,47.18756425,-120.9445727,straight,2,18.98196773690648,2.2690616217354487,6.01803226309352,23.946810947741273,1.7181074961787477,26.54521574240067,2.3489644922686344,26.856053327443252,2.3978431932607362,16,25.574738805531847,2.1549717272360396,0.5747388055318474,25.89938321496353,1.871830789947211,29.004678941922826,2.370521571403437,27.79631934366434,2.6260818564247708,13,27.419570459726955,2.2894780725918067,2.4195704597269554,24.458683493561956,2.0283858631900635,20.14514113344506,2.8350332395295808,18.74990088503589,3.2959414504077738,11,21.627357497800723,2.719786851042473,3.3726425021992767
ajNbMQb7eVKej7Uqh8lxKQ_90,24.993255116737704,2.2908983459262022,20.72358832534657,2.9546718348323497,22.026864252248167,3.198357836888424,9,48.76770557,-122.49410220000001,side,1,22.811854678115957,2.8146426725489917,2.1881453218840434,23.842249427043203,2.0258878433569536,20.98499694980026,2.573889554318928,22.089128692965883,2.6734582203928823,14,22.43652069668552,2.424411872689588,2.5634793033144803,24.731136822780257,1.4289056210668274,23.563508377794978,1.7430549516615892,23.120421022587372,1.9785097541481937,23,23.89695854475222,1.7168234422922035,1.10304145524778,24.704747480901865,1.8441211230762948,24.617603687866282,2.405725667966702,20.59744414529463,2.91671625752599,12,23.594331658264938,2.3888543495229952,1.405668341735062
YLtsAdKiecMVcvx8nVcMxA_299,25.17220883728494,1.9658321617113779,22.196021103488114,2.569672589435124,22.00528924611117,2.7666889618227644,12,45.51545704,-122.67489180000001,side,1,23.3435104898604,2.4340645709897557,1.6564895101396004,23.47358592967595,1.9896785115590028,21.428309744549722,2.453927694385943,22.076555400821135,2.5946612590360933,14,22.41462464727803,2.3460891549936798,2.5853753527219716,26.171255571031626,1.8494324606384511,28.960457207424398,2.4161322638519116,31.250716509484505,2.615543545681784,14,28.487351338501853,2.293702756724049,3.4873513385018526,24.330325359287126,1.8246374257173112,22.494383591703976,2.546735461008436,23.090576917186777,2.719033273496354,14,23.43092932247775,2.363468720074034,1.5690706775222516
