image_id,strong_mu_greenspace,strong_sigma_greenspace,mod_mu_greenspace,mod_sigma_greenspace,slight_mu_greenspace,slight_sigma_greenspace,n_greenspace,lat,lon,angle,urban_cat,avg_mu_greenspace,avg_sigma_greenspace,abs_mu_greenspace,strong_mu_relax,strong_sigma_relax,mod_mu_relax,mod_sigma_relax,slight_mu_relax,slight_sigma_relax,n_relax,avg_mu_relax,avg_sigma_relax,abs_mu_relax,strong_mu_safe,strong_sigma_safe,mod_mu_safe,mod_sigma_safe,slight_mu_safe,slight_sigma_safe,n_safe,avg_mu_safe,avg_sigma_safe,abs_mu_safe,strong_mu_beauty,strong_sigma_beauty,mod_mu_beauty,mod_sigma_beauty,slight_mu_beauty,slight_sigma_beauty,n_beauty,avg_mu_beauty,avg_sigma_beauty,abs_mu_beauty
SGmn3WDXQ2yFl4exs-IPtQ_271,26.24126481,2.262590929,26.25213017,2.914164236,26.52322328,2.932025693,10,47.64293711,-122.3596044,side,0,26.32996573,2.702926953,1.329965726,25.58152193,1.980711779,29.08463733,2.198309336,30.42492118,2.260510454,15,28.24613283,2.146510523,3.246132828,25.40817177,2.534138696,28.19735298,2.77994296,30.37220456,3.070950793,11,27.83396897,2.795010817,2.83396897,29.80696115,2.030633718,32.20344778,2.331222924,32.45718924,2.448319052,17,31.39394316,2.270058565,6.393943163
zteeEvztDFLssR7mFQjo0w_0,25.83586886,2.48993926,24.56851607,2.723943897,25.08694012,2.892752514,11,47.67235516,-122.3701184,side,0,25.18605945,2.70221189,0.18605945,29.40854731,2.487519469,32.91605667,3.09731405,34.50115729,3.327064256,13,32.00559528,2.970632591,7.005595276,27.8669766,2.049569642,30.45735729,2.43160141,35.00257502,3.126307553,14,30.61321601,2.535826202,5.613216015,30.19280421,2.355343832,31.94707259,2.495546703,32.96071274,2.635104938,11,31.6481482,2.495331824,6.648148201
n6Zyc1VuNIM_BxRihBkj_Q_180,22.1789899,2.178573785,21.68523756,2.576865537,23.27361483,2.816230307,14,47.6628106,-122.2991963,side,0,22.3429226,2.523889877,2.657077399,20.67557634,2.143790654,18.23375457,2.694962477,17.71073723,2.721179122,14,19.01948672,2.519977418,5.980513277,25.73362884,1.86591671,28.8344883,2.293010226,31.36388051,2.606452458,17,28.32448819,2.255126465,3.324488187,23.89280859,2.143503636,23.11004701,2.336302475,25.69601837,2.507606737,15,24.18975543,2.329137616,0.810244573
LnCKnwWOSmjyMT3ndn-Pmw_270,24.71452071,2.218037318,23.99798863,2.438691792,22.26951578,2.665057943,14,47.62798154,-122.3112865,side,0,23.73465028,2.440595684,1.265349721,32.8212027,2.705816475,33.01270643,2.892044718,35.80125729,3.308101328,10,33.77149371,2.968654174,8.771493714,29.49930249,2.204512072,32.67452646,2.895933289,35.42750001,3.313810838,14,32.12071967,2.804752066,7.120719666,35.28476777,2.645623394,35.57208803,2.696268328,38.32346056,3.14747532,15,36.28984913,2.829789014,11.28984913
ZSYnd-XBfpCpBGOnbJdaEA_271,27.46391802,2.509757076,28.1973094,2.631222217,30.92646023,3.235777238,10,47.63994228,-122.3073021,side,0,28.70415335,2.792252177,3.704153346,26.46750289,1.824746075,28.13968038,2.000302974,29.43011883,2.301802108,17,27.89968369,2.042283719,2.899683685,25.66993513,1.936422885,25.73241726,2.255104637,25.81953687,2.345869169,17,25.73593111,2.17913223,0.735931111,27.81625821,2.123252837,31.91565446,2.832596171,32.48876804,2.912809143,13,30.43023554,2.622886051,5.430235542
STGBxpDhxJtS7946MEBysw_21,26.76257709,2.248958868,26.64072312,2.425687164,27.01835287,2.66953968,14,47.67363892,-122.3093498,side,0,26.7995871,2.448061904,1.799587103,26.26737685,2.314671811,26.24874106,2.714149037,25.69040319,2.769908237,12,26.08212603,2.599576362,1.082126032,22.46260815,2.199695685,21.12370067,2.324045684,19.5223771,2.615043904,11,21.12080313,2.379595091,3.879196874,23.97451634,2.029731485,24.5585722,2.300750893,24.99907837,2.467419458,15,24.47661112,2.265967279,0.523388885
OluZrxxKMIJKQZ4xc3GAsA_240,25.07508915,1.650644311,23.60214537,1.950443064,24.16171165,2.031660113,25,47.27254823,-122.4609235,side,0,24.32713547,1.877582496,0.672864532,24.90058487,2.498853524,25.98216821,2.664022055,23.10170655,2.921583904,9,24.71296892,2.694819828,0.287031084,28.78542185,2.540460273,28.8794737,2.902898844,29.7932525,3.207925465,10,29.11553696,2.883761528,4.115536963,23.76272359,2.407461913,24.88489433,2.59462044,23.42491002,2.75373514,10,24.02891143,2.585272498,0.971088575
5eZoXdfOm5aQ_HJ4zGt7EA_336,28.09437375,2.611774439,33.68526234,3.461914321,32.62660987,3.464773149,10,47.92601363,-122.2149962,side,0,31.13809289,3.179487303,6.138092893,23.70091791,2.337553049,24.3846655,2.781072767,25.41917007,2.957292329,13,24.43558344,2.691972715,0.564416558,20.20775595,2.401211561,19.22824843,2.734899912,20.87915252,2.813946122,11,20.10265015,2.650019198,4.897349845,25.62578105,2.113862639,25.80059462,2.406531276,26.01447077,2.475026232,16,25.80346862,2.331806716,0.803468622
OYuCsRocixDM_CvS7YHs_Q_90,22.31592168,2.261391544,19.88796432,2.552854111,19.68697619,2.857447176,14,47.57441425,-122.3760967,side,0,20.73544232,2.557230944,4.264557675,25.1292005,1.777794919,26.99841886,2.111948968,25.8033714,2.296095901,18,25.93020215,2.061946596,0.930202148,25.5361956,2.366364645,25.18072068,2.543406467,25.83862207,2.821463397,10,25.50835777,2.57707817,0.508357774,25.651212,1.793394179,25.83070153,1.984360204,28.20627986,2.173381101,21,26.48324736,1.983711828,1.48324736
5RQeflUKXsjtCaKfI3nUoQ_270,23.34400302,2.150802215,17.72174566,3.17358446,17.87873592,3.226607823,15,47.355424,-122.1731674,side,0,20.16464821,2.850331499,4.835351793,20.43839917,2.116226804,17.58875177,2.367534095,17.5515461,2.499292729,14,18.61705277,2.327684543,6.382947231,23.72806238,2.39217698,19.21761725,2.862684442,16.62369004,3.032706836,10,20.15662903,2.762522753,4.84337097,20.26059732,2.00942405,19.66074681,2.134293624,15.97923209,2.830177549,18,18.90116633,2.324631741,6.098833667
8SMzpWAoyoX7vBwbbT6adQ_269,26.8677584,2.166563765,30.74651987,2.811444095,33.09855247,3.070914073,12,47.74495982,-122.0737319,side,0,29.85021281,2.682973978,4.850212808,22.26422651,1.948728145,23.24829094,2.026190545,22.81329389,2.141625792,21,22.76778058,2.038848161,2.232219417,24.55352927,1.744532953,24.95195748,1.979835131,24.49862935,2.168398344,18,24.6678047,1.964255476,0.332195305,21.36429881,2.228629822,20.18062454,2.35295337,19.07079004,2.432267155,15,20.23886175,2.337950116,4.761138248
b3JcjrSflIOjaxpkuEsj7A_172,17.90133934,2.083763903,14.25157309,2.500500705,14.03523936,2.489873752,16,47.52276724,-122.0285334,side,0,15.55060436,2.35804612,9.449395639,25.4535394,2.55161331,24.95840988,2.803273833,24.45025903,2.90442546,11,24.97587496,2.753104201,0.024125041,25.93701072,1.965712001,26.97309312,2.480005319,28.64788807,2.58781205,17,27.06559986,2.34450979,2.065599865,21.69950655,2.095696314,21.32295616,2.295393223,22.5636345,2.354272207,17,21.85127325,2.248453915,3.148726747
Whz4ZBJuIE-i1WuUMPoMXQ_91,27.97675215,1.95818689,28.1913267,2.176565479,29.95682685,2.275463363,18,47.62289453,-122.3047224,side,0,28.66402395,2.136738577,3.664023946,23.67197968,1.8776059,20.78953426,2.155864552,19.24727569,2.637204031,18,21.48038856,2.223558161,3.519611438,25.79884322,1.88834963,24.71858166,2.208000175,25.50497925,2.492373662,18,25.36004831,2.196241156,0.360048309,25.87377258,2.40083276,29.68891837,2.904246646,30.06053993,2.950474403,10,28.35851825,2.751851269,3.358518254
mDMGu1hGtHYzefT4vYV_nQ_90,21.69536418,2.254474625,18.14336399,2.586699756,13.42418478,3.235032116,14,47.67689378,-122.3645302,side,0,18.24585049,2.692068832,6.754149509,14.42153,2.850670027,13.30726016,2.969384883,9.650662029,3.560869545,11,12.6504998,3.126974818,12.3495002,24.282913,1.644868309,23.51972229,1.83967984,23.55342467,2.00703722,22,23.81114148,1.830528456,1.188858516,23.77229726,2.030970698,22.90262962,2.204163166,24.9636629,2.541702253,15,23.82766915,2.258945372,1.172330845
h7EK6nR3Df09UdCz_fdTRg_359,22.33962092,2.39175971,22.34472939,2.672872911,22.1747857,2.757064853,12,47.68204528,-122.3225452,side,0,22.2895097,2.607232491,2.710490305,24.42370093,2.124903472,23.47619413,2.239362642,21.34390346,2.766732921,13,23.22217989,2.376999678,1.777820107,23.08446961,1.987467759,22.09382651,2.101709929,22.58510769,2.305151331,18,22.59749634,2.131443006,2.40250366,24.25990763,2.071798875,25.28338207,2.277756426,23.32757122,2.453272391,15,24.31203699,2.267609231,0.687963007
Ljc7QN272KvubQsaSqIfkw_250,30.14365279,2.537226487,32.21761464,2.853468845,34.73965112,3.251722295,12,47.56448099,-122.1367903,side,0,32.17787286,2.880805876,7.177872861,28.89134171,1.880762737,31.07238157,2.176634625,31.8417977,2.292335378,19,30.49508529,2.11657758,5.495085287,25.22746311,1.991314568,25.1509512,2.098984106,26.6169017,2.389074444,16,25.61762814,2.159791039,0.61762814,26.06434475,1.891765835,29.48672396,2.277705816,29.4079176,2.372991517,18,28.16042403,2.180821056,3.160424029
qadVIejucUQHNVY4Pyj1LQ_1,29.4022282,2.600671447,31.72058764,2.896379171,33.25196399,3.134696047,11,47.64120376,-122.1161448,side,0,31.336408,2.877248889,6.336407998,31.1085581,2.733450023,37.37003321,3.6801325,38.05333355,3.653723407,8,35.06150528,3.355768643,10.06150528,26.24282048,2.171477006,24.58065243,2.463712488,25.23252101,2.527892545,13,25.39153222,2.387694013,0.391532218,29.41187123,2.445043629,29.54026496,2.747214681,33.48112478,3.562954213,9,30.54016221,2.918404174,5.540162208
S20pRMgAwOqXdUClls40pg_15,31.07968866,2.067544018,37.01700215,2.717552298,42.36482857,3.397779503,19,47.5623688,-122.2136231,side,0,35.88453362,2.727625273,10.88453362,35.04494898,3.56262463,34.50851893,3.696972503,33.43499284,3.647909449,10,34.3343866,3.635835527,9.334386598,26.23388215,2.175918737,27.06455376,2.603082954,24.67938564,2.756277897,13,26.03092787,2.511759863,1.030927869,29.01818614,2.52107299,30.34736865,2.844374878,31.39709827,2.95266426,12,30.18938846,2.772704043,5.18938846
Vk8CyGjtsWoW5RoKeYHPsw_359,24.11969041,2.163070377,24.24479459,2.285067416,24.90649108,2.351603664,16,47.87732998,-122.2782245,side,0,24.41348566,2.266580486,0.586514345,25.01767102,1.729196062,21.51308018,1.981892226,20.80346485,2.143796105,21,22.60755568,1.951628131,2.39244432,26.14312368,1.835718597,28.71597998,2.263530343,28.51554519,2.505374027,17,27.64678698,2.201540989,2.64678698,23.11605252,1.950707632,19.78584413,2.359595095,19.41955669,2.556209345,15,20.96378854,2.288837357,4.036211456
4sEhdeySosa3lzMcOoDZPw_180,28.88184723,1.918764876,32.42418871,2.219704139,36.26855963,2.739406087,16,47.27767172,-122.4832026,side,0,32.09293212,2.292625034,7.092932124,28.85645706,2.971222216,34.02628969,3.765016809,33.69103841,3.767191844,10,31.91825615,3.501143623,6.918256145,27.69908585,2.047865095,26.70595277,2.269905428,28.8695171,2.666143782,14,27.70021782,2.327971435,2.700217815,27.43328894,2.211380715,27.69268117,2.426792518,29.13228558,2.735997968,15,28.02516026,2.458057067,3.025160259
thL4NzorWTq8bXGfOOyP5A_305,25.80415875,2.116974808,23.77145775,2.33767483,22.10634305,2.601257761,14,47.56191413,-122.3201994,side,0,24.02062328,2.351969133,0.97937672,25.52418448,1.812081904,22.35457279,2.169600804,20.51839658,2.49352009,16,23.07092014,2.158400933,1.929079859,26.39412183,1.998665148,23.20388964,2.48487693,22.84008138,2.698822048,14,24.35159904,2.394121376,0.648400959,22.28978469,1.862261519,22.66122786,2.035033461,23.1963973,2.102521958,22,22.69784956,1.999938979,2.302150436
IIfYmdeAX7LltZCEnieuHA_271,28.95302274,2.006744441,28.46544608,2.481632051,28.58577551,2.509060451,17,47.63096231,-122.3023347,side,0,28.68926432,2.332478981,3.689264322,30.03983854,2.33683185,32.77977121,2.711667141,33.03764338,2.913986776,15,31.82878944,2.654161922,6.828789443,24.56506042,2.074115822,25.65040311,2.451143072,26.60712047,2.725442402,13,25.51337436,2.416900432,0.513374358,26.39502379,2.07703459,28.25843747,2.337759817,28.68654704,2.52342873,15,27.7011827,2.312741046,2.701182702
05nsN33eYQaivIG0ZdxUsw_335,15.30750069,2.859509231,14.28226899,3.049441443,14.15632294,3.064039873,12,47.35582868,-122.5946192,side,0,14.59843209,2.990996849,10.40156791,25.80037256,2.16797464,25.84631649,2.329587147,24.61199056,2.472775805,15,25.44447202,2.323445864,0.444472022,27.06055005,2.593848021,28.56822843,2.726131301,31.00300042,3.062321857,10,28.76641429,2.794100393,3.766414293,27.01918955,2.082820062,28.80687935,2.395058102,29.94111805,2.498501641,14,28.49534548,2.325459935,3.49534548
IN06llwoXpuY2Lv8lh162Q_1,27.58225103,2.440355309,31.77107121,2.923326693,30.30356046,3.020677862,10,47.58223752,-122.120202,side,0,29.73737164,2.794786621,4.737371639,24.12842298,1.810021024,26.53216945,2.207384584,26.06968463,2.247021959,19,25.47473941,2.088142523,0.474739412,23.67682166,1.880941291,22.13155027,2.029387773,23.60717295,2.390802748,15,23.12882746,2.100377271,1.871172537,22.26137431,1.867037833,23.60471898,2.110121076,22.3484007,2.290669604,20,22.72788866,2.089276171,2.272111335
5TKCMVw4f2P3x46AwYvP0w_271,25.0214324,2.122432132,27.86477196,2.622750716,26.60962489,2.742161976,13,47.81494596,-122.1958367,side,0,26.38801216,2.495781608,1.38801216,30.39863464,2.329300751,31.25440232,2.570418757,31.71257753,2.608880117,13,31.094814,2.502866542,6.094813996,27.00527203,2.181369828,28.56894177,2.452990621,33.81360674,3.01950217,12,29.4209618,2.55128754,4.420961795,31.08452906,2.663707596,31.38584028,3.211734299,31.32475746,3.199934352,13,31.25353919,3.025125416,6.253539188
7cUr20X9vbSpRFAkjGQQXg_1,29.15057387,2.408368754,25.76190201,2.78156305,24.70765048,2.986701109,12,47.53865033,-122.1721596,side,0,26.71189228,2.725544304,1.711892283,27.16407698,2.378355809,29.30110493,2.677937294,33.95729589,3.38187057,8,29.74006311,2.812721225,4.740063107,26.93227836,2.047440074,28.02380706,2.312608616,28.24901332,2.547028657,14,27.68523117,2.302359116,2.685231168,25.76990754,1.835370543,28.5563672,2.13281629,28.93652549,2.217575928,17,27.63685383,2.06192092,2.636853828
Eo7yoka7fyjXxTeEGzN-Jw_167,23.24223513,2.21397231,20.88762613,2.515957257,22.52607194,2.64017353,13,47.33905114,-122.2881139,side,0,22.25915561,2.456701032,2.740844386,22.07116424,1.9271007,19.03774736,2.187882489,15.31929264,2.623948247,16,19.15340818,2.246310478,5.846591819,20.17113508,2.398327427,16.29755478,2.780317508,16.17565748,2.803076676,14,17.68423131,2.660573871,7.31576869,17.61399288,2.366519973,14.65325939,2.589082792,15.20586652,2.680304089,14,15.88625425,2.545302285,9.113745746
w24KbgeJoncSgnLt39K6AA_73,23.4620236,2.229202722,16.88083281,2.887331374,16.71625438,2.875121807,12,47.2319878,-122.3211326,side,0,19.41422869,2.663885301,5.585771314,26.4616019,2.057284745,24.35727351,2.326007012,24.39714705,2.481865733,15,25.14498737,2.28838583,0.144987373,31.17077611,2.246292433,37.36842523,3.07771203,38.42646871,3.087113278,14,35.15976011,2.803705914,10.15976011,23.48589089,2.682142996,24.65526611,2.927383655,22.5489366,3.159433643,9,23.58570479,2.922986764,1.414295212
PGBAWGBNkHbnXcOd9hxbGw_98,29.27764244,2.326591761,27.67146973,2.540335278,25.28060979,2.841280218,13,47.69145443,-122.1254262,side,0,27.54290382,2.569402419,2.542903825,24.72130209,1.906610245,23.0023337,2.106994953,21.37719066,2.411283528,17,23.16332284,2.141629575,1.836677164,27.32693442,2.072054094,30.92309218,2.437093245,31.83722831,2.821008572,14,29.79155254,2.443385304,4.791552541,27.98533358,2.629064201,29.9841961,3.216398573,28.65204514,3.38662474,9,28.81481649,3.077362504,3.814816489
0l-DsJuCrXGYkhWtHF66UQ_180,26.69312403,2.38082023,28.66633139,2.629441253,27.48182739,3.04247592,10,47.866656,-122.2511852,side,0,27.58740967,2.684245801,2.587409672,25.36300568,2.109703489,24.38069276,2.383256497,25.50803611,2.484785658,17,25.090017,2.325915215,0.090017005,26.85766222,2.007317,28.21592979,2.442781,27.57642062,2.699781037,15,27.50108601,2.383293012,2.501086007,25.77734152,2.101639153,27.07531673,2.394500923,28.47080977,2.590188561,14,27.01369948,2.362109546,2.013699483
oZFDHSifsDfynU3031kGHA_91,22.52664425,2.112750227,20.66514869,2.379297852,20.15013275,2.499968161,16,47.65293985,-122.3513081,side,0,21.18699526,2.33067208,3.813004735,24.94280741,2.135883502,24.74124421,2.325166428,25.28906196,2.366883662,15,24.98793561,2.275977864,0.012064389,24.41675386,1.681013464,22.89559531,1.926448927,20.29291519,2.164063548,20,22.70665847,1.92384198,2.29334153,22.81724888,1.822569644,20.23453082,2.18031801,19.91908359,2.401174237,19,21.13754693,2.134687297,3.862453066
Ut-DBG3KHWSYMulZ8P01XA_0,26.66590394,2.730983737,26.18558916,2.816307908,25.01997108,2.900508965,11,47.54549608,-122.0156502,side,0,25.97359249,2.815933536,0.973592488,22.13152576,2.066515387,22.97471607,2.604844014,22.55056183,2.719719918,13,22.51823351,2.463693106,2.481766485,26.06397952,2.105039754,30.83522863,2.63434176,30.109539,2.774398108,12,28.75460128,2.504593207,3.754601276,30.41394381,2.227826545,37.45701628,3.033974388,37.78940418,3.057696963,12,34.69566778,2.773165966,9.695667781
shtPNWLJTVeMxImh1_j4FA_91,26.77758272,2.106207217,25.99949896,2.39799022,26.0726322,2.567134337,15,47.31292864,-122.4197476,side,0,26.31004235,2.357110591,1.310042348,25.53000385,2.216712271,25.07390379,2.498785791,23.93592058,2.600778044,13,24.88633522,2.438758702,0.113664781,26.30742059,2.299939346,24.14885904,2.49262026,22.9112511,2.626670534,12,24.53298362,2.473076713,0.46701638,24.04987299,2.1100527,22.79787755,2.462275812,25.00108796,2.826838927,12,23.91048548,2.466389146,1.089514521
hwqRj8SEKI0snNEEgkXo7Q_1,24.18049293,2.338073708,26.07391456,2.776378767,23.31610543,2.952505103,11,47.83789901,-122.1846738,side,0,24.5259734,2.68898586,0.474026603,23.55794313,2.229628941,20.20655076,2.600138345,20.44557342,2.636223402,14,21.52108808,2.488663563,3.478911915,31.84667711,2.37265254,34.68920679,2.645614981,36.28239458,3.027233861,14,34.09462276,2.681833794,9.094622763,26.55491369,2.029620429,31.02625309,2.514883281,32.18811375,2.593140272,14,29.65083474,2.379214661,4.650834735
R_Ql6xCPPamWiN-JQaB-7g_183,29.86744325,2.135041578,32.3991244,2.38712994,30.62965832,2.575149782,16,47.64914032,-122.1230035,side,0,30.93088563,2.365773767,5.93088563,26.90528326,1.983881054,30.19892141,2.292127636,32.2351651,2.532241079,17,29.55778663,2.26941659,4.557786633,27.26343792,2.459620883,29.1369102,2.872578277,31.13515296,3.10365143,9,29.02746939,2.811950197,4.027469387,30.73063521,2.139194851,33.037838,2.623492207,33.37897903,2.662276642,15,32.26153007,2.4749879,7.261530065
WdcqWMoHWLT5p1TVEKIHkA_180,28.95972496,2.158781803,35.4172119,2.979279995,34.94157304,2.953714368,13,47.66057905,-122.2797532,side,0,32.64579916,2.697258722,7.645799165,32.01018528,2.294458902,33.36916095,2.698591645,33.47389178,2.664166291,16,32.90123134,2.552405613,7.901231336,29.6453382,2.079236498,35.51650416,2.591229623,36.38156403,2.793529176,15,33.46394132,2.487998432,8.463941319,29.98396172,2.288774604,32.82946986,2.537415035,32.14524909,2.650950739,13,31.58687807,2.492380126,6.586878066
tYq87lXqrppBAgThfJgCuQ_0,21.11871978,1.956675204,17.83810304,2.492039044,16.81627198,2.57449035,20,47.65521165,-121.9126191,side,0,18.82191789,2.341068199,6.178082105,19.21061025,3.406148911,19.41597354,3.532883134,19.1299487,3.583131161,8,19.25223289,3.507387735,5.747767108,23.02630815,1.883683311,19.66679612,2.33712354,19.914294,2.45187822,16,21.04570726,2.224228357,3.954292741,19.83144426,2.901001729,19.64266663,2.927384488,20.1825485,3.091328126,9,19.8800584,2.973238114,5.119941598
47Oyz2KWpCnp6Kf0KIZXpA_268,19.34122284,2.526866117,17.87884107,3.215280596,18.72337568,3.423590176,11,47.84779942,-122.246766,side,0,18.70520327,3.05524563,6.294796727,24.46917071,2.386959418,24.98191488,2.716744931,24.63234285,2.843082193,13,24.68530678,2.648928847,0.314693221,26.02954847,1.525588235,25.70359568,1.775359867,22.3127512,2.133372048,23,24.88831951,1.81144005,0.111680495,24.59862804,2.185333368,23.66204568,2.277622845,22.87710048,2.829548061,12,23.78297258,2.430834758,1.217027418
h6Air9j1RfKShjpQC-7evA_26,30.5999066,2.858633097,30.37993594,3.131446,31.7289952,3.538763694,9,47.63690987,-122.3036128,side,0,30.86133978,3.17628093,5.861339776,24.94729895,3.036019891,24.32947295,3.120352633,24.68272997,3.258502631,8,24.6554842,3.138291718,0.344515803,26.17704717,1.80953755,25.26194546,2.1074617,25.08313657,2.23317828,18,25.55053049,2.050059177,0.550530486,25.97659237,2.619316283,30.3786156,3.4295529,33.18873783,3.931064585,9,29.33765214,3.326644589,4.33765214
